77584
0	-390	-1050	180
0	-300	-1050	180
0	-210	-1050	180
0	-120	-1050	180
0	-30	-1050	180
0	45	-1050	180
0	135	-1050	180
0	225	-1050	180
0	315	-1050	180
0	405	-1050	180
0	495	-1050	180
0	585	-1050	180
0	675	-1050	180
0	765	-1050	180
0	-390	-960	180
0	-300	-960	180
0	-210	-960	270
0	-120	-960	270
0	-30	-960	270
0	45	-960	270
0	135	-960	270
0	225	-960	270
0	315	-960	270
0	405	-960	270
0	495	-960	270
0	585	-960	270
0	675	-960	270
0	765	-960	270
0	-390	-870	180
0	-300	-870	180
0	-210	-870	270
0	-120	-870	270
0	-30	-870	270
0	45	-870	270
0	135	-870	270
0	225	-870	270
0	315	-870	270
0	405	-870	270
0	495	-870	270
0	585	-870	270
0	675	-870	270
0	765	-870	270
0	-390	-780	180
0	-300	-780	180
0	-210	-780	270
0	-120	-780	270
0	-30	-780	270
0	45	-780	270
0	135	-780	270
0	225	-780	270
0	315	-780	270
0	405	-780	270
0	495	-780	270
0	585	-780	270
0	675	-780	270
0	765	-780	270
0	-390	-690	180
0	-300	-690	180
0	-210	-690	270
0	-120	-690	270
0	-30	-690	270
0	45	-690	270
0	135	-690	270
0	225	-690	270
0	315	-690	270
0	405	-690	270
0	495	-690	270
0	585	-690	270
0	675	-690	270
0	765	-690	270
0	-390	-600	180
0	-300	-600	180
0	-210	-600	270
0	-120	-600	270
0	-30	-600	270
0	45	-600	270
0	135	-600	270
0	225	-600	270
0	315	-600	270
0	405	-600	270
0	495	-600	270
0	585	-600	270
0	675	-600	270
0	765	-600	270
0	-390	-510	180
0	-300	-510	180
0	-210	-510	270
0	-120	-510	270
0	-30	-510	270
0	45	-510	270
0	135	-510	270
0	225	-510	270
0	315	-510	270
0	405	-510	270
0	495	-510	270
0	585	-510	270
0	675	-510	270
0	765	-510	270
0	-390	-435	180
0	-300	-435	180
0	-210	-435	270
0	-120	-435	270
0	-30	-435	270
0	45	-435	270
0	135	-435	270
0	225	-435	270
0	315	-435	270
0	405	-435	270
0	495	-435	270
0	585	-435	270
0	675	-435	270
0	765	-435	270
0	-390	-345	180
0	-300	-345	180
0	-210	-345	180
0	-120	-345	180
0	-30	-345	180
0	45	-345	180
0	135	-345	180
0	225	-345	180
0	315	-345	180
0	405	-345	180
0	495	-345	180
0	585	-345	180
0	675	-345	180
0	765	-345	180
0	-390	-255	180
0	-300	-255	180
0	-210	-255	180
0	-120	-255	180
0	-30	-255	180
0	45	-255	180
0	135	-255	180
0	225	-255	180
0	315	-255	180
0	405	-255	180
0	495	-255	180
0	585	-255	180
0	675	-255	180
0	765	-255	180
0	-390	-165	180
0	-300	-165	180
0	-210	-165	180
0	-120	-165	180
0	-30	-165	180
0	45	-165	180
0	135	-165	180
0	225	-165	180
0	315	-165	180
0	405	-165	180
0	495	-165	180
0	585	-165	180
0	675	-165	180
0	765	-165	180
0	-390	-75	180
0	-300	-75	180
0	-210	-75	180
0	-120	-75	180
0	-30	-75	180
0	45	-75	180
0	135	-75	180
0	225	-75	180
0	315	-75	180
0	405	-75	180
0	495	-75	180
0	585	-75	180
0	675	-75	180
0	765	-75	180
0	-375	-1515	180
0	-285	-1515	180
0	-195	-1515	180
1	-105	-1515	180
1	-15	-1515	180
1	60	-1515	180
1	150	-1515	180
2	240	-1515	180
2	330	-1515	180
2	420	-1515	180
3	510	-1515	180
3	600	-1515	180
3	690	-1515	180
3	780	-1515	180
3	-375	-1425	180
2	-285	-1425	180
2	-195	-1425	180
2	-105	-1425	180
1	-15	-1425	180
1	60	-1425	180
1	150	-1425	180
1	240	-1425	180
0	330	-1425	180
0	420	-1425	180
0	510	-1425	180
0	600	-1425	180
1	690	-1425	180
2	780	-1425	180
2	-375	-1335	180
3	-285	-1335	180
3	-195	-1335	180
4	-105	-1335	180
4	-15	-1335	180
5	60	-1335	180
6	150	-1335	180
6	240	-1335	180
6	330	-1335	180
6	420	-1335	180
6	510	-1335	180
6	600	-1335	180
6	690	-1335	180
6	780	-1335	180
6	-375	-1245	180
6	-285	-1245	180
6	-195	-1245	180
6	-105	-1245	180
6	-15	-1245	180
6	60	-1245	180
5	150	-1245	180
5	240	-1245	180
5	330	-1245	180
5	420	-1245	180
5	510	-1245	180
5	600	-1245	180
5	690	-1245	180
5	780	-1245	180
4	-375	-1155	180
4	-285	-1155	180
4	-195	-1155	180
4	-105	-1155	180
4	-15	-1155	180
4	60	-1155	180
4	150	-1155	180
3	240	-1155	180
3	330	-1155	180
3	420	-1155	180
3	510	-1155	180
3	600	-1155	180
3	690	-1155	180
3	780	-1155	180
3	-375	0	180
0	-285	-1350	180
0	-195	-1350	180
0	-105	-1350	180
0	-15	-1350	180
0	-255	-1485	180
0	-165	-1485	180
0	-75	-1485	180
0	0	-1485	180
0	90	-1485	180
0	-300	0	180
0	-210	0	180
0	-120	0	180
0	-30	0	180
0	45	0	180
0	135	0	180
0	225	0	180
0	315	0	180
0	-405	-1470	180
0	-315	-1470	180
0	-225	-1470	180
0	-135	-1470	180
0	-45	-1470	180
0	30	-1470	180
0	120	-1470	180
0	210	-1470	180
0	300	-1470	180
0	390	-1470	180
1	480	-1470	180
0	570	-1470	180
0	660	-1470	180
1	750	-1470	180
1	-405	-1380	180
1	-315	-1380	180
1	-225	-1380	180
2	-135	-1380	180
2	-45	-1380	180
2	30	-1380	180
2	120	-1380	180
3	210	-1380	180
3	300	-1380	180
3	390	-1380	180
3	480	-1380	180
3	570	-1380	180
3	660	-1380	180
3	750	-1380	180
3	-405	-1290	180
3	-315	-1290	180
3	-225	-1290	180
4	-135	-1290	180
4	-45	-1290	180
5	30	-1290	180
5	120	-1290	180
6	210	-1290	180
6	300	-1290	180
6	390	-1290	180
6	480	-1290	180
6	570	-1290	180
6	660	-1290	180
6	750	-1290	180
6	-405	-1200	180
6	-315	-1200	180
6	-225	-1200	180
6	-135	-1200	180
6	-45	-1200	180
6	30	-1200	180
6	120	-1200	180
6	210	-1200	180
6	300	-1200	180
6	390	-1200	180
6	480	-1200	180
6	570	-1200	180
6	660	-1200	180
6	750	-1200	180
6	-405	30	270
6	390	30	270
6	480	30	270
6	570	30	270
6	660	30	270
6	750	30	270
6	-405	120	270
5	-315	120	270
5	-225	120	270
5	-135	120	270
5	-45	120	270
5	30	120	270
2	-330	-1080	180
2	-240	-1080	180
2	-150	-1080	180
3	-60	-1080	180
3	15	-1080	180
3	105	-1080	180
3	195	-1080	180
