155592
0	-5115	630	0
0	-5010	930	90
0	-4560	705	270
0	-4830	780	180
0	-4695	1020	90
0	-4740	525	180
1	-5265	705	0
2	-5190	705	0
1	-4815	450	270
1	-4740	450	270
1	-4665	450	180
1	-4590	450	0
1	-4485	480	0
1	-4410	480	0
2	-4305	450	270
2	-4215	450	180
2	-4125	450	180
2	-4035	450	180
2	-3945	450	90
3	-3855	450	90
3	-5265	780	90
3	-5190	780	90
4	-4815	525	270
5	-4665	525	180
5	-4665	450	270
5	-4485	555	90
6	-4410	555	90
6	-4335	555	90
6	-4215	555	270
6	-4290	705	270
5	-4065	555	90
5	-3930	570	270
5	-3855	540	90
4	-5340	630	0
4	-5340	630	270
4	-5265	630	270
4	-5190	630	270
3	-4635	705	270
3	-5010	630	90
3	-4935	630	90
3	-4860	630	90
3	-4755	630	270
2	-4635	630	0
2	-4560	630	270
2	-4485	630	180
2	-4365	630	270
2	-4290	630	270
1	-4215	630	180
1	-4140	630	90
1	-4065	630	90
0	-3945	645	0
0	-3870	645	90
0	-5340	705	270
0	-5265	705	180
1	-5190	705	90
1	-5115	705	90
1	-5085	705	270
2	-5010	705	180
2	-4935	705	180
2	-4710	705	90
2	-4650	810	0
2	-4560	705	180
2	-4485	705	180
3	-4380	750	270
3	-4305	750	0
3	-4215	705	180
3	-4095	720	270
4	-4020	720	270
4	-3945	720	270
4	-3870	720	180
4	-5220	990	270
4	-4410	705	90
7	-5145	840	90
5	-5145	840	0
7	-5115	780	180
5	-5085	780	270
5	-5010	780	180
5	-4935	780	90
7	-4845	900	0
5	-4755	810	180
5	-4575	810	90
5	-4485	810	270
4	-4395	810	90
4	-4305	825	0
4	-4230	825	0
4	-4125	810	270
3	-4035	810	270
3	-3945	810	0
2	-3870	795	180
2	-5220	915	180
2	-5220	915	0
1	-5145	915	90
1	-5145	915	0
1	-5085	930	180
1	-5085	855	180
1	-4935	855	180
1	-4845	900	180
1	-4770	960	270
2	-4680	990	90
2	-4560	930	270
2	-4485	900	90
3	-4395	900	90
3	-4305	900	0
4	-4230	900	90
4	-4125	900	270
4	-4035	900	0
4	-3945	900	0
4	-3855	900	90
0	-5190	525	90
0	-5040	450	180
3	-5265	375	0
4	-5190	375	0
7	-5115	375	270
6	-5115	450	270
0	-5040	450	0
0	-4965	450	90
3	-5265	450	270
3	-5190	450	0
4	-5115	450	0
4	-5115	525	270
4	-5040	525	270
4	-5115	525	90
0	-4590	-75	90
0	-4440	-150	180
3	-4665	-210	0
4	-4590	-210	0
7	-4515	-210	270
6	-4515	-150	270
0	-4440	-150	0
0	-4365	-150	90
3	-4665	-150	270
3	-4590	-150	0
4	-4515	-150	0
4	-4515	-75	270
4	-4440	-75	270
4	-4515	-75	90
0	-4875	-420	90
0	-4740	-495	180
3	-4950	-570	0
4	-4875	-570	0
7	-4815	-570	270
6	-4815	-495	270
0	-4740	-495	0
0	-4665	-495	90
3	-4950	-495	270
3	-4875	-495	0
4	-4815	-495	0
4	-4815	-420	270
4	-4740	-420	270
4	-4815	-420	90
0	-4920	135	90
0	-4785	60	180
3	-4995	-15	0
4	-4920	-15	0
7	-4845	-15	270
6	-4845	60	270
0	-4785	60	0
0	-4710	60	90
3	-4995	60	270
3	-4920	60	0
4	-4845	60	0
4	-4845	135	270
4	-4785	135	270
4	-4845	135	90
0	-4695	240	90
0	-4545	165	180
3	-4770	90	0
4	-4695	90	0
7	-4620	90	270
6	-4620	165	270
0	-4545	165	0
0	-4470	165	90
3	-4770	165	270
3	-4695	165	0
4	-4620	165	0
4	-4620	240	270
4	-4545	240	270
4	-4620	240	90
0	-4260	150	90
0	-4110	75	180
3	-4335	0	0
4	-4260	0	0
7	-4185	0	270
6	-4185	75	270
0	-4110	75	0
0	-4035	75	90
3	-4335	75	270
3	-4260	75	0
4	-4185	75	0
4	-4185	150	270
4	-4110	150	270
4	-4185	150	90
0	-3840	-75	90
0	-3690	-150	180
3	-3915	-210	0
4	-3840	-210	0
7	-3765	-210	270
6	-3765	-150	270
0	-3690	-150	0
0	-3615	-150	90
3	-3915	-150	270
3	-3840	-150	0
4	-3765	-150	0
4	-3765	-75	270
4	-3690	-75	270
4	-3765	-75	90
0	-3765	-270	90
0	-3615	-345	180
3	-3840	-420	0
4	-3765	-420	0
7	-3690	-420	270
6	-3690	-345	270
0	-3615	-345	0
0	-3540	-345	90
3	-3840	-345	270
3	-3765	-345	0
4	-3690	-345	0
4	-3690	-270	270
4	-3615	-270	270
4	-3690	-270	90
0	-3825	-495	90
0	-3675	-570	180
3	-3900	-645	0
4	-3825	-645	0
7	-3750	-645	270
6	-3750	-570	270
0	-3675	-570	0
0	-3600	-570	90
