641
0	-180	570	180
0	-180	660	180
0	-180	930	180
0	-90	930	180
3	-165	1005	180
0	-90	1020	180
0	435	1020	180
0	525	1020	180
6	-195	1050	180
6	600	1050	180
6	690	1050	180
6	780	1050	180
6	870	1050	180
6	960	1050	180
6	-195	1140	180
5	-105	1140	180
5	-15	1140	180
5	60	1140	180
5	150	1140	180
5	240	1140	180
3	-210	630	180
1	-210	720	180
1	-90	1005	180
1	1050	1020	180
6	-45	1005	180
2	-45	1095	180
2	30	1095	180
1	120	1095	180
1	210	1095	180
1	300	1095	180
1	390	1095	180
2	480	1095	180
2	570	1095	180
3	660	1095	180
3	750	1095	180
4	840	1095	180
4	930	1095	180
4	1020	1095	180
4	-45	1185	180
5	30	1185	180
5	120	1185	180
5	210	1185	180
5	300	1185	180
5	390	1185	180
5	480	1185	180
5	570	1185	180
6	660	1185	180
6	750	1185	180
6	840	1185	180
6	930	1185	180
6	1020	1185	180
6	-135	1275	180
5	-45	1275	180
4	30	1275	180
3	120	1275	180
2	210	1275	180
2	300	1275	180
1	390	1275	180
1	480	1275	180
1	570	1275	180
1	660	1275	180
1	750	1275	180
0	840	1275	180
1	930	1275	180
1	1020	1275	180
1	1110	-150	180
1	1125	-510	180
1	1155	-495	180
3	1200	-525	180
3	1380	-525	180
4	1740	-525	180
5	1110	-435	180
5	1200	-435	180
5	1380	-435	180
5	1740	-435	180
2	1110	-345	180
2	1200	-345	180
3	1380	-345	180
4	1740	-345	180
5	1110	-255	180
5	1200	-255	180
5	1380	-255	180
5	1350	-525	180
6	1710	-525	180
5	1350	-435	180
4	1710	-435	180
3	1170	-345	180
3	1350	-345	180
1	1710	-345	180
1	1170	-255	180
1	1350	-255	180
2	1710	-255	180
4	1170	-165	180
4	1350	-165	180
5	1710	-165	180
6	1170	-75	180
6	1350	-75	180
6	1710	-75	180
4	1710	0	180
1	1710	90	180
1	1710	180	180
0	1350	270	180
1	1440	270	180
1	1530	270	180
2	1620	270	180
2	1710	270	180
4	1350	360	180
4	1440	360	180
4	1530	360	180
4	1620	360	180
5	1710	360	180
6	1350	450	180
6	1440	450	180
3	825	240	270
4	825	330	270
4	825	420	270
4	1545	510	180
4	1635	510	180
4	1725	510	180
0	1785	-225	180
0	1785	-135	180
0	1785	-45	180
0	1665	-240	180
0	1755	-240	180
0	1665	-150	180
0	1755	-150	180
0	1125	-60	180
0	1665	-60	180
0	1755	-60	180
0	1665	15	180
0	1755	15	180
0	1665	105	180
0	1755	105	180
0	1665	195	180
0	1755	195	180
0	1395	285	180
